i,r,t,Value
wind-ons_9,p41,2038,4825.597258
wind-ons_9,p41,2041,4786.20534
wind-ons_9,p41,2044,4746.813422
wind-ons_9,p41,2047,4707.421505
wind-ons_9,p41,2050,2250982.99203
wind-ons_9,p42,2015,136026.3
wind-ons_9,p42,2020,147549.6213
wind-ons_9,p42,2023,146355.077594
wind-ons_9,p42,2026,145160.533889
wind-ons_9,p42,2029,646034.150183
wind-ons_9,p42,2032,640823.061198
wind-ons_9,p42,2035,772324.489119
wind-ons_9,p42,2038,766155.726298
wind-ons_9,p42,2041,759864.228841
wind-ons_9,p42,2044,771985.040383
wind-ons_9,p42,2047,815586.609231
wind-ons_9,p42,2050,1237385.330061
wind-ons_9,p43,2010,148851.4134
wind-ons_9,p43,2015,390901.7019
wind-ons_9,p43,2020,621937.495365
wind-ons_9,p43,2023,617673.209805
wind-ons_9,p43,2026,1498271.849145
wind-ons_9,p43,2029,1487055.419505
wind-ons_9,p43,2032,1475711.654265
wind-ons_9,p43,2035,1523054.334525
wind-ons_9,p43,2038,1511291.543376
wind-ons_9,p43,2041,4424193.587346
wind-ons_9,p43,2044,13943818.089789
wind-ons_9,p43,2047,16292386.876804
wind-ons_9,p43,2050,22419142.06658
wind-ons_9,p44,2010,1381123.7196
wind-ons_9,p44,2015,1381123.7196
wind-ons_9,p44,2020,1381123.7196
wind-ons_9,p44,2023,1505227.89402
wind-ons_9,p44,2026,1492212.845167
wind-ons_9,p44,2029,1506699.622087
wind-ons_9,p44,2032,1202762.306081
wind-ons_9,p44,2035,1796002.386314
wind-ons_9,p44,2038,2119061.486271
wind-ons_9,p44,2041,2199984.8753
wind-ons_9,p44,2044,2182462.718865
wind-ons_9,p44,2047,2164567.357755
wind-ons_9,p44,2050,2147045.20132
wind-ons_9,p45,2010,5184437.9097
wind-ons_9,p45,2015,5184437.9097
wind-ons_9,p45,2020,11457780.9252
wind-ons_9,p45,2023,13834978.651077
wind-ons_9,p45,2026,15275005.302664
wind-ons_9,p45,2029,15456729.379663
wind-ons_9,p45,2032,14882004.454615
wind-ons_9,p45,2035,15846125.889148
wind-ons_9,p45,2038,16467171.312122
wind-ons_9,p45,2041,18275401.929131
wind-ons_9,p45,2044,18127077.454427
wind-ons_9,p45,2047,17885006.250583
wind-ons_9,p45,2050,11850783.775479
wind-ons_9,p46,2038,0.0
wind-ons_9,p47,2010,692030.1591
wind-ons_9,p47,2015,690575.608708
wind-ons_9,p47,2020,324376.19253
wind-ons_9,p47,2023,268225.189482
wind-ons_9,p47,2026,196700.458409
wind-ons_9,p47,2029,319115.877391
wind-ons_9,p47,2032,558226.62
wind-ons_9,p47,2035,211342.77
wind-ons_9,p47,2038,1132313.7273
wind-ons_9,p47,2041,1123255.217482
wind-ons_9,p47,2044,1094552.267357
wind-ons_9,p47,2047,1085653.468435
wind-ons_9,p47,2050,1083279.667549
wind-ons_9,p48,2010,481556.2752
wind-ons_9,p48,2015,473835.8862
wind-ons_9,p48,2020,229560.45158
wind-ons_9,p48,2023,168270.987214
wind-ons_9,p48,2026,786095.338409
wind-ons_9,p48,2029,821960.352839
wind-ons_9,p48,2032,933846.272787
wind-ons_9,p48,2035,1080016.752329
wind-ons_9,p48,2038,1066248.712283
wind-ons_9,p48,2041,563605.26597
wind-ons_9,p48,2044,1194317.636496
wind-ons_9,p48,2047,1276492.869026
wind-ons_9,p48,2050,1321766.695208
wind-ons_9,p49,2032,0.0
wind-ons_9,p49,2038,-0.0
wind-ons_9,p49,2044,-0.0
wind-ons_9,p5,2010,775403.8044
wind-ons_9,p5,2015,1854459.8034
wind-ons_9,p5,2020,2746662.343413
wind-ons_9,p5,2023,3082404.819777
wind-ons_9,p5,2026,3824790.931509
wind-ons_9,p5,2029,4447740.938593
wind-ons_9,p5,2032,4406799.02426
wind-ons_9,p5,2035,4442505.771115
wind-ons_9,p5,2038,4906334.63885
wind-ons_9,p5,2041,4866681.858545
wind-ons_9,p5,2044,4827553.528737
wind-ons_9,p5,2047,5070264.455569
wind-ons_9,p5,2050,4258239.761512
wind-ons_9,p50,2010,152863.3314
wind-ons_9,p50,2015,152863.3314
wind-ons_9,p50,2020,151271.289
wind-ons_9,p50,2023,147760.7013
wind-ons_9,p50,2026,140343.857476
wind-ons_9,p50,2029,142221.8952
wind-ons_9,p50,2032,150107.8734
wind-ons_9,p50,2035,206670.9834
wind-ons_9,p50,2038,221921.604792
wind-ons_9,p50,2041,170849.119536
wind-ons_9,p50,2044,970658.204156
wind-ons_9,p50,2047,963205.597775
wind-ons_9,p50,2050,7623699.218342
wind-ons_9,p51,2038,0.0
wind-ons_9,p51,2041,0.0
wind-ons_9,p51,2044,3879600.067431
wind-ons_9,p51,2047,4576514.965433
wind-ons_9,p51,2050,5237790.080567
wind-ons_9,p52,2010,217675.755
wind-ons_9,p52,2015,217675.755
wind-ons_9,p52,2020,215471.124
wind-ons_9,p52,2023,211611.312
wind-ons_9,p52,2026,200510.046
wind-ons_9,p52,2029,203220.413983
wind-ons_9,p52,2032,212830.2
wind-ons_9,p52,2035,214961.472
wind-ons_9,p52,2038,217675.755
wind-ons_9,p52,2041,347853.418188
wind-ons_9,p52,2044,336623.829696
wind-ons_9,p52,2047,332868.134016
wind-ons_9,p52,2050,326502.834768
wind-ons_9,p53,2010,330993.9
wind-ons_9,p53,2015,330993.9
wind-ons_9,p53,2020,330993.9
wind-ons_9,p53,2023,321776.55
wind-ons_9,p53,2026,311196.15
wind-ons_9,p53,2029,317775.15
wind-ons_9,p53,2032,330993.9
wind-ons_9,p53,2035,330993.9
wind-ons_9,p53,2038,541503.0
wind-ons_9,p53,2041,537170.976
wind-ons_9,p53,2044,532838.952
wind-ons_9,p53,2047,528506.928
wind-ons_9,p53,2050,513885.5964
wind-ons_9,p54,2010,678599.292
wind-ons_9,p54,2015,678599.292
wind-ons_9,p54,2020,3648236.463
wind-ons_9,p54,2023,4565967.032763
wind-ons_9,p54,2026,4526120.979828
wind-ons_9,p54,2029,6373936.72607
wind-ons_9,p54,2032,6327682.017941
wind-ons_9,p54,2035,6281427.309813
wind-ons_9,p54,2038,6316021.301785
wind-ons_9,p54,2041,6625155.242743
wind-ons_9,p54,2044,12868469.198127
wind-ons_9,p54,2047,12765895.702938
wind-ons_9,p54,2050,11428447.021174
wind-ons_9,p55,2029,861202.682072
wind-ons_9,p55,2032,854313.060615
wind-ons_9,p55,2035,847423.439158
wind-ons_9,p55,2038,4090496.930796
wind-ons_9,p55,2041,10313993.984829
wind-ons_9,p55,2044,14515997.771015
wind-ons_9,p55,2047,14398777.799982
wind-ons_9,p55,2050,14282419.031631
wind-ons_9,p56,2029,329314.464
wind-ons_9,p56,2032,552979.295647
wind-ons_9,p56,2035,3194320.63746
wind-ons_9,p56,2038,3168709.43695
wind-ons_9,p56,2041,3143098.236441
wind-ons_9,p56,2044,3117487.035932
wind-ons_9,p56,2047,3091875.835422
wind-ons_9,p56,2050,3066593.949377
wind-ons_9,p6,2029,319714.83
wind-ons_9,p6,2032,317157.11136
wind-ons_9,p6,2035,314599.39272
wind-ons_9,p6,2038,312041.67408
wind-ons_9,p6,2041,309483.95544
wind-ons_9,p6,2044,306926.2368
wind-ons_9,p6,2047,300772.01448
wind-ons_9,p6,2050,301380.88365
wind-ons_9,p60,2010,590295.888
wind-ons_9,p60,2015,590295.888
wind-ons_9,p60,2020,586343.736
wind-ons_9,p60,2023,445480.308
wind-ons_9,p60,2026,617386.2858
wind-ons_9,p60,2029,603729.856008
wind-ons_9,p60,2032,632945.862216
wind-ons_9,p60,2035,643685.557824
wind-ons_9,p60,2038,516572.723952
wind-ons_9,p60,2041,201878.85312
wind-ons_9,p60,2044,197075.498256
wind-ons_9,p60,2047,184819.38237
wind-ons_9,p60,2050,208501.151922
wind-ons_9,p61,2010,1145930.628
wind-ons_9,p61,2015,1145930.628
wind-ons_9,p61,2020,1145930.628
wind-ons_9,p61,2023,1145930.628
wind-ons_9,p61,2026,1116049.473
wind-ons_9,p61,2029,1039815.665348
wind-ons_9,p61,2032,922430.133
wind-ons_9,p61,2035,939034.593
wind-ons_9,p61,2041,0.0
wind-ons_9,p61,2044,1604644.291028
wind-ons_9,p61,2047,1792075.833465
wind-ons_9,p61,2050,1723232.286415
wind-ons_9,p62,2010,603925.6725
wind-ons_9,p62,2015,603925.6725
wind-ons_9,p62,2020,599806.900982
wind-ons_9,p62,2023,601143.639801
wind-ons_9,p62,2026,532952.566898
wind-ons_9,p62,2029,467238.048222
wind-ons_9,p62,2032,483740.91
wind-ons_9,p62,2035,531845.0625
wind-ons_9,p62,2038,536266.1025
wind-ons_9,p62,2041,0.0
wind-ons_9,p62,2044,-0.0
wind-ons_9,p62,2050,833306.3625
wind-ons_9,p63,2010,254050.56
wind-ons_9,p63,2015,254050.56
wind-ons_9,p63,2020,254050.56
wind-ons_9,p63,2023,2676396.504063
wind-ons_9,p63,2026,8651295.666591
wind-ons_9,p63,2029,8583959.530638
wind-ons_9,p63,2032,8517016.514684
wind-ons_9,p63,2035,8449680.378731
wind-ons_9,p63,2038,21050025.719204
wind-ons_9,p63,2041,23419212.518463
wind-ons_9,p63,2044,23135657.88885
wind-ons_9,p63,2047,26129491.1457
wind-ons_9,p63,2050,26274384.039948
wind-ons_9,p64,2035,-0.0
wind-ons_9,p64,2038,3050190.256596
wind-ons_9,p64,2041,3025788.734544
wind-ons_9,p64,2044,2984925.120004
wind-ons_9,p64,2047,2976985.690438
wind-ons_9,p64,2050,4080337.764713
wind-ons_9,p65,2010,2897386.7139
wind-ons_9,p65,2015,7401687.902658
wind-ons_9,p65,2020,17014849.508914
wind-ons_9,p65,2023,23502428.016451
wind-ons_9,p65,2026,28102395.901351
wind-ons_9,p65,2029,45962240.798945
wind-ons_9,p65,2032,52284779.085957
wind-ons_9,p65,2035,52001571.061935
wind-ons_9,p65,2038,51387909.848237
wind-ons_9,p65,2041,52626080.909128
wind-ons_9,p65,2044,51765710.246941
wind-ons_9,p65,2047,52927027.058441
wind-ons_9,p65,2050,44440727.21407
wind-ons_9,p68,2010,1349671.4748
wind-ons_9,p68,2015,1349671.4748
wind-ons_9,p68,2020,1978344.2373
wind-ons_9,p68,2023,1973314.8552
wind-ons_9,p68,2026,2007176.7387
wind-ons_9,p68,2029,2025994.304366
wind-ons_9,p68,2032,2020458.968933
wind-ons_9,p68,2035,2047033.175599
wind-ons_9,p68,2038,2445209.919115
wind-ons_9,p68,2041,2856577.202399
wind-ons_9,p68,2044,2833350.597399
wind-ons_9,p68,2047,2810815.909329
wind-ons_9,p68,2050,3107706.527147
wind-ons_9,p69,2010,774453.24
wind-ons_9,p69,2015,1257748.4556
wind-ons_9,p69,2020,2283791.192197
wind-ons_9,p69,2023,2925839.064638
wind-ons_9,p69,2026,2898713.051557
wind-ons_9,p69,2029,2895657.781237
wind-ons_9,p69,2032,2878262.558917
wind-ons_9,p69,2035,2860867.336597
wind-ons_9,p69,2038,2843955.409493
wind-ons_9,p69,2041,3323431.636747
wind-ons_9,p69,2044,3297016.152731
wind-ons_9,p69,2047,3448267.122168
wind-ons_9,p69,2050,2468462.861722
wind-ons_9,p70,2010,442613.2827
wind-ons_9,p70,2015,442613.2827
wind-ons_9,p70,2020,5583792.7557
wind-ons_9,p70,2023,7404695.863116
wind-ons_9,p70,2026,8067759.293786
wind-ons_9,p70,2029,8013740.753753
wind-ons_9,p70,2032,7951899.765019
wind-ons_9,p70,2035,7890058.776286
wind-ons_9,p70,2038,7898307.759252
wind-ons_9,p70,2041,8052985.393156
wind-ons_9,p70,2044,7987202.255731
wind-ons_9,p70,2047,7925425.17681
wind-ons_9,p70,2050,5363678.115918
wind-ons_9,p71,2029,2001507.12
wind-ons_9,p71,2032,1985495.06304
wind-ons_9,p71,2035,1969483.00608
wind-ons_9,p71,2038,1953470.94912
wind-ons_9,p71,2041,1937458.89216
wind-ons_9,p71,2044,1921446.8352
wind-ons_9,p71,2047,1905434.77824
wind-ons_9,p71,2050,1891424.2284
wind-ons_9,p72,2026,2394321.36
wind-ons_9,p72,2029,8086031.33312
wind-ons_9,p72,2032,8021189.845888
wind-ons_9,p72,2035,7956348.358656
wind-ons_9,p72,2038,7891506.871424
wind-ons_9,p72,2041,7826665.384192
wind-ons_9,p72,2044,7761823.89696
wind-ons_9,p72,2047,7699376.731088
wind-ons_9,p72,2050,7640246.1084
wind-ons_9,p75,2010,81942.045
wind-ons_9,p75,2015,81196.54284
wind-ons_9,p75,2020,80393.69436
wind-ons_9,p75,2023,79934.9238
wind-ons_9,p75,2026,79533.49956
wind-ons_9,p75,2029,312143.0664
wind-ons_9,p75,2032,325262.792141
wind-ons_9,p75,2035,322676.511058
wind-ons_9,p75,2038,320032.883654
wind-ons_9,p75,2041,338012.188171
wind-ons_9,p75,2044,1964876.738928
wind-ons_9,p75,2047,1949068.200475
wind-ons_9,p75,2050,1933492.73036
wind-ons_9,p76,2010,752090.8374
wind-ons_9,p76,2015,1232531.9694
wind-ons_9,p76,2020,1226286.234684
wind-ons_9,p76,2023,1222442.705628
wind-ons_9,p76,2026,1218599.176572
wind-ons_9,p76,2029,2209983.647516
wind-ons_9,p76,2032,2198178.29446
wind-ons_9,p76,2035,2186372.941404
wind-ons_9,p76,2038,2175048.02948
wind-ons_9,p76,2041,2645285.355424
wind-ons_9,p76,2044,5682633.809669
wind-ons_9,p76,2047,5813303.850963
wind-ons_9,p76,2050,5767056.764542
wind-ons_9,p77,2029,850056.714
wind-ons_9,p77,2032,843256.260288
wind-ons_9,p77,2035,836455.806576
wind-ons_9,p77,2038,829655.352864
wind-ons_9,p77,2041,822854.899152
wind-ons_9,p77,2044,816054.44544
wind-ons_9,p77,2047,809253.991728
wind-ons_9,p77,2050,803303.59473
wind-ons_9,p79,2050,0.0
wind-ons_9,p80,2010,473886.6075
wind-ons_9,p80,2015,1664735.9535
wind-ons_9,p80,2020,1649254.912002
wind-ons_9,p80,2023,1639728.117234
wind-ons_9,p80,2026,2146312.172466
wind-ons_9,p80,2029,3036270.403758
wind-ons_9,p80,2032,3015385.810887
wind-ons_9,p80,2035,2994501.218016
wind-ons_9,p80,2038,2974807.474491
wind-ons_9,p80,2041,3257357.56662
wind-ons_9,p80,2044,3231445.252755
wind-ons_9,p80,2047,3642726.536113
wind-ons_9,p80,2050,3613814.764095
wind-ons_9,p81,2015,795353.325
wind-ons_9,p81,2020,2459998.931775
wind-ons_9,p81,2023,2614796.503575
wind-ons_9,p81,2026,2593637.313135
wind-ons_9,p81,2029,2572478.122695
wind-ons_9,p81,2032,2551318.932255
wind-ons_9,p81,2035,2530159.741815
wind-ons_9,p81,2038,2509795.9047
wind-ons_9,p81,2041,2490311.69946
wind-ons_9,p81,2044,2470122.422625
wind-ons_9,p81,2047,2743385.91336
wind-ons_9,p81,2050,1176251.06184
wind-ons_9,p82,2035,0.0
wind-ons_9,p82,2038,0.0
wind-ons_9,p82,2041,0.0
wind-ons_9,p82,2044,-0.0
wind-ons_9,p82,2047,190237.734
wind-ons_9,p82,2050,188715.832128
wind-ons_9,p83,2010,919265.6982
wind-ons_9,p83,2015,2839657.6941
wind-ons_9,p83,2020,2814692.598153
wind-ons_9,p83,2023,2799329.462186
wind-ons_9,p83,2026,2783966.326219
wind-ons_9,p83,2029,2768603.190252
wind-ons_9,p83,2032,2753240.054284
wind-ons_9,p83,2035,2737876.918317
wind-ons_9,p83,2038,3309717.491346
wind-ons_9,p83,2041,3282317.963257
wind-ons_9,p83,2044,3256838.827164
wind-ons_9,p83,2047,3935200.789735
wind-ons_9,p83,2050,3903430.310006
wind-ons_9,p84,2038,2176847.34535
wind-ons_9,p84,2041,2168205.873969
wind-ons_9,p84,2044,3185096.231942
wind-ons_9,p84,2047,3195587.690736
wind-ons_9,p84,2050,3594025.649369
wind-ons_9,p9,2010,1005542.82
wind-ons_9,p9,2015,2603727.04956
wind-ons_9,p9,2020,2596866.785166
wind-ons_9,p9,2023,2581526.22496
wind-ons_9,p9,2026,2566483.054633
wind-ons_9,p9,2029,2496596.409275
wind-ons_9,p9,2032,2496169.337115
wind-ons_9,p9,2035,2551855.725744
wind-ons_9,p9,2038,2730675.870821
wind-ons_9,p9,2041,2922960.003968
wind-ons_9,p9,2044,2975618.2076
wind-ons_9,p9,2047,3325993.301688
wind-ons_9,p9,2050,3420142.734576
wind-ons_9,p97,2035,416601.0
wind-ons_9,p97,2038,413268.192
wind-ons_9,p97,2041,409935.384
wind-ons_9,p97,2044,406602.576
wind-ons_9,p97,2047,403269.768
wind-ons_9,p97,2050,399936.96
wind-ons_9,p99,2032,1201176.288
wind-ons_9,p99,2035,1191566.877696
wind-ons_9,p99,2038,1181957.467392
wind-ons_9,p99,2041,1172348.057088
wind-ons_9,p99,2044,1309107.554784
wind-ons_9,p99,2047,1298327.193216
wind-ons_9,p99,2050,1287546.831648
wind-ons_9,z122,2010,442766.3148
wind-ons_9,z122,2015,442766.3148
wind-ons_9,z122,2020,442766.3148
wind-ons_9,z122,2023,442766.3148
wind-ons_9,z122,2026,442766.3148
wind-ons_9,z122,2029,3381980.012689
wind-ons_9,z122,2032,6950769.881213
wind-ons_9,z122,2035,8940599.155004
wind-ons_9,z122,2038,8870892.071724
wind-ons_9,z122,2041,8993453.466244
wind-ons_9,z122,2044,11957178.39661
wind-ons_9,z122,2047,11871253.967663
wind-ons_9,z122,2050,11776127.706335
wind-ons_10,p1,2010,221223.618
wind-ons_10,p1,2015,218347.710966
wind-ons_10,p1,2020,215250.580314
wind-ons_10,p1,2023,213480.79137
wind-ons_10,p1,2026,211932.226044
wind-ons_10,p1,2029,210162.4371
wind-ons_10,p1,2032,208392.648156
wind-ons_10,p1,2035,206844.08283
wind-ons_10,p1,2038,205074.293886
wind-ons_10,p1,2041,282855.672
wind-ons_10,p1,2044,280592.826624
wind-ons_10,p1,2047,278329.981248
wind-ons_10,p1,2050,276067.135872
wind-ons_10,p10,2015,3741807.168
wind-ons_10,p10,2020,3693163.674816
wind-ons_10,p10,2023,3663229.217472
wind-ons_10,p10,2026,3633294.760128
wind-ons_10,p10,2029,3522889.773216
wind-ons_10,p10,2032,3525360.68016
wind-ons_10,p10,2035,3543491.388096
wind-ons_10,p10,2038,3517298.73792
wind-ons_10,p10,2041,3487364.280576
wind-ons_10,p10,2044,3461171.6304
wind-ons_10,p10,2047,4764488.256
wind-ons_10,p10,2050,4733905.296384
wind-ons_10,p103,2015,192842.1
wind-ons_10,p103,2020,190335.1527
wind-ons_10,p103,2023,676365.9219
wind-ons_10,p103,2026,670922.597052
wind-ons_10,p103,2029,665479.272204
wind-ons_10,p103,2032,659441.173356
wind-ons_10,p103,2035,650265.581808
wind-ons_10,p103,2038,1298068.25976
wind-ons_10,p103,2041,1274967.225648
wind-ons_10,p103,2044,1251449.343378
wind-ons_10,p103,2047,1287082.305162
wind-ons_10,p103,2050,1315061.76672
wind-ons_10,p116,2010,677013.9525
wind-ons_10,p116,2015,672761.314597
wind-ons_10,p116,2020,668181.550703
wind-ons_10,p116,2023,746660.808563
wind-ons_10,p116,2026,743722.156489
wind-ons_10,p116,2029,740456.378422
wind-ons_10,p116,2032,737190.600356
wind-ons_10,p116,2035,734251.948282
wind-ons_10,p116,2038,730986.170216
wind-ons_10,p116,2041,1069859.725042
wind-ons_10,p116,2044,1061350.802541
wind-ons_10,p116,2047,1052760.783775
wind-ons_10,p116,2050,1044251.861274
wind-ons_10,p118,2026,287426.646
wind-ons_10,p118,2029,1072989.250332
wind-ons_10,p118,2032,1819962.754024
wind-ons_10,p118,2035,1805315.838212
wind-ons_10,p118,2038,1790668.9224
wind-ons_10,p118,2041,1776022.006588
wind-ons_10,p118,2044,1761375.090776
wind-ons_10,p118,2047,1747015.60161
wind-ons_10,p118,2050,1733156.547816
wind-ons_10,p121,2010,214476.78
wind-ons_10,p121,2015,579363.06186
wind-ons_10,p121,2020,571580.6187
wind-ons_10,p121,2023,566923.40862
wind-ons_10,p121,2026,2063710.00932
wind-ons_10,p121,2029,2047042.964568
wind-ons_10,p121,2032,2030375.919816
wind-ons_10,p121,2035,2013923.351844
wind-ons_10,p121,2038,1997623.981572
wind-ons_10,p121,2041,2058124.326
wind-ons_10,p121,2044,2041346.597568
wind-ons_10,p121,2047,2160998.48583
wind-ons_10,p121,2050,2143014.850278
wind-ons_10,p127,2015,1401621.9216
wind-ons_10,p127,2020,2021826.114019
wind-ons_10,p127,2023,3920977.086427
wind-ons_10,p127,2026,6640619.438035
wind-ons_10,p127,2029,9781837.197643
wind-ons_10,p127,2032,9702623.779651
wind-ons_10,p127,2035,9623410.361659
wind-ons_10,p127,2038,9545598.565589
wind-ons_10,p127,2041,9467023.572874
wind-ons_10,p127,2044,9318082.571408
wind-ons_10,p127,2047,9682501.805966
wind-ons_10,p127,2050,9000297.093748
wind-ons_10,p128,2035,181200.402
wind-ons_10,p128,2038,179750.798784
wind-ons_10,p128,2041,178301.195568
wind-ons_10,p128,2044,175752.713952
wind-ons_10,p128,2047,175401.989136
wind-ons_10,p128,2050,169649.30304
wind-ons_10,p129,2015,329264.895
wind-ons_10,p129,2020,416233.471365
wind-ons_10,p129,2023,412869.360045
wind-ons_10,p129,2026,409505.248725
wind-ons_10,p129,2029,490719.910438
wind-ons_10,p129,2032,486679.168934
wind-ons_10,p129,2035,482638.42743
wind-ons_10,p129,2038,478926.95082
wind-ons_10,p129,2041,474977.458336
wind-ons_10,p129,2044,471265.981727
wind-ons_10,p129,2047,588575.865528
wind-ons_10,p129,2050,499736.663236
wind-ons_10,p130,2010,52498.872
wind-ons_10,p130,2015,464879.736
wind-ons_10,p130,2020,581384.302068
wind-ons_10,p130,2023,577110.331018
wind-ons_10,p130,2026,572836.359967
wind-ons_10,p130,2029,568562.388917
wind-ons_10,p130,2032,1794427.688832
wind-ons_10,p130,2035,1780312.603614
wind-ons_10,p130,2038,1766609.89926
wind-ons_10,p130,2041,1786212.959559
wind-ons_10,p130,2044,1771821.493989
wind-ons_10,p130,2047,1908897.593784
wind-ons_10,p130,2050,1780793.496647
wind-ons_10,p131,2010,6620.3676
wind-ons_10,p131,2015,165137.1876
wind-ons_10,p131,2020,210908.22144
wind-ons_10,p131,2023,209257.43286
wind-ons_10,p131,2026,207606.64428
wind-ons_10,p131,2029,205955.8557
wind-ons_10,p131,2032,2160737.08722
wind-ons_10,p131,2035,2143434.842479
wind-ons_10,p131,2038,2128588.522958
wind-ons_10,p131,2041,2113212.747326
wind-ons_10,p131,2044,2095982.269953
wind-ons_10,p131,2047,2136921.358773
wind-ons_10,p131,2050,2075070.501934
wind-ons_10,p133,2032,187008.66
wind-ons_10,p133,2035,185512.59072
wind-ons_10,p133,2038,184016.52144
wind-ons_10,p133,2041,182520.45216
wind-ons_10,p133,2044,369832.14288
wind-ons_10,p133,2047,366825.61152
wind-ons_10,p133,2050,359242.47792
wind-ons_10,p134,2010,285428.1195
wind-ons_10,p134,2015,1365096.634846
wind-ons_10,p134,2020,2610433.199522
wind-ons_10,p134,2023,2721888.397727
wind-ons_10,p134,2026,3089967.715722
wind-ons_10,p134,2029,10298564.757068
wind-ons_10,p134,2032,10323128.220657
wind-ons_10,p134,2035,10410148.079764
wind-ons_10,p134,2038,10325867.389078
wind-ons_10,p134,2041,9934732.091076
wind-ons_10,p134,2044,9307281.852059
wind-ons_10,p134,2047,8355970.470602
wind-ons_10,p134,2050,8414443.206874
wind-ons_10,p17,2035,9466.980218
wind-ons_10,p17,2038,15467.031147
wind-ons_10,p17,2041,2320239.593593
wind-ons_10,p17,2044,2124051.840508
wind-ons_10,p17,2047,2066476.397611
wind-ons_10,p17,2050,2168276.797064
wind-ons_10,p18,2015,879774.2118
wind-ons_10,p18,2020,1385184.623647
wind-ons_10,p18,2023,2413691.407739
wind-ons_10,p18,2026,2394200.996171
wind-ons_10,p18,2029,5130790.435694
wind-ons_10,p18,2032,5059604.687068
wind-ons_10,p18,2035,5068834.023045
wind-ons_10,p18,2038,5259661.331065
wind-ons_10,p18,2041,5517916.236486
wind-ons_10,p18,2044,5468309.136537
wind-ons_10,p18,2047,5744639.964532
wind-ons_10,p18,2050,6408358.576444
wind-ons_10,p19,2032,-0.0
wind-ons_10,p2,2010,199033.632
wind-ons_10,p2,2015,1362214.610784
wind-ons_10,p2,2020,1344273.150528
wind-ons_10,p2,2023,1333354.734144
wind-ons_10,p2,2026,1322635.351392
wind-ons_10,p2,2029,1311716.935008
wind-ons_10,p2,2032,1300798.518624
wind-ons_10,p2,2035,1290079.135872
wind-ons_10,p2,2038,1280326.487904
wind-ons_10,p2,2041,1341009.779712
wind-ons_10,p2,2044,1330813.291872
wind-ons_10,p2,2047,1748280.294144
wind-ons_10,p2,2050,1734261.474048
wind-ons_10,p20,2015,98902.4256
wind-ons_10,p20,2020,395757.722167
wind-ons_10,p20,2023,1187315.423338
wind-ons_10,p20,2026,1177781.203318
wind-ons_10,p20,2029,2581355.053828
wind-ons_10,p20,2032,2539611.310231
wind-ons_10,p20,2035,2508766.888119
wind-ons_10,p20,2038,2502459.034104
wind-ons_10,p20,2041,2445240.007254
wind-ons_10,p20,2044,2380863.391731
wind-ons_10,p20,2047,2416541.334931
wind-ons_10,p20,2050,2129451.683442
wind-ons_10,p21,2026,224019.9
wind-ons_10,p21,2029,222227.7408
wind-ons_10,p21,2032,220435.5816
wind-ons_10,p21,2035,218643.4224
wind-ons_10,p21,2038,196655.27904
wind-ons_10,p21,2041,192093.984
wind-ons_10,p21,2044,189985.63248
wind-ons_10,p21,2047,188284.2003
wind-ons_10,p21,2050,182053.45926
wind-ons_10,p24,2010,2602642.038
wind-ons_10,p24,2015,2589756.843366
wind-ons_10,p24,2020,6438642.769914
wind-ons_10,p24,2023,8611341.65955
wind-ons_10,p24,2026,8554815.626796
wind-ons_10,p24,2029,15659517.345473
wind-ons_10,p24,2032,21562800.021669
wind-ons_10,p24,2035,20998886.908686
wind-ons_10,p24,2038,22033204.186891
wind-ons_10,p24,2041,22406895.924246
wind-ons_10,p24,2044,21982197.22085
wind-ons_10,p24,2047,21971084.917779
wind-ons_10,p24,2050,17697245.769722
wind-ons_10,p31,2010,340338.2784
wind-ons_10,p31,2015,503424.127181
wind-ons_10,p31,2020,1548322.82208
wind-ons_10,p31,2023,7948388.79337
wind-ons_10,p31,2026,22816203.873034
wind-ons_10,p31,2029,22618738.445628
