"gid","scenario","latitude","longitude","demand_ammonia_kg","demand_biofuel_kg","demand_ldv_kg","demand_metals_kg","demand_methanol_kg","demand_mhdv_kg","demand_ng_kg","demand_refining_kg","demand_storage_kg","demand_synfuel_kg","supply_lte_kg","supply_nuclearhte_kg","supply_smr_kg","total_demand_kg","total_supply_kg"
2342,"Low NG Resource",41.05221739,-83.63918891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,"Low NG Resource",41.06626469,-81.49284125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,"Low NG Resource",41.10016419,-85.13827724,0,40491996.006256,0,0,0,0,0,0,0,0,0,0,0,40491996.006256,0
2345,"Low NG Resource",41.12,-94.36,6097560.97560976,0,0,0,0,0,0,0,0,0,0,0,0,6097560.97560976,0
2346,"Low NG Resource",41.14061668,-104.8062547,27439024.3902439,7658626.07734321,0,0,0,0,0,20031536.8297782,0,0,0,0,0,55129187.2973653,0
2347,"Low NG Resource",41.14076431,-111.9860712,0,3492499.94763208,0,0,0,0,0,0,0,0,0,0,0,3492499.94763208,0
2348,"Low NG Resource",41.14462884,-80.68116883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,"Low NG Resource",41.15168401,-87.86324802,0,86922282.7658823,0,0,0,0,0,100157684.148891,0,0,0,933682353.723904,0,187079966.914773,933682353.723904
2350,"Low NG Resource",41.16905261,-74.54656516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,"Low NG Resource",41.2347002,-96.03366774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,"Low NG Resource",41.23541058,-73.30904934,0,1092690.08224536,0,0,0,0,0,0,0,0,0,0,0,1092690.08224536,0
2353,"Low NG Resource",41.24720263,-77.00334921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2354,"Low NG Resource",41.24954525,-85.83284208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2355,"Low NG Resource",41.261142,-110.806321,0,0,0,0,0,0,0,1309754.3311778,0,0,0,0,0,1309754.3311778,0
2356,"Low NG Resource",41.3104677,-121.4427313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,"Low NG Resource",41.31636377,-105.6044974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,"Low NG Resource",41.3346244,-89.11981456,0,0,0,0,0,0,0,0,0,0,0,493372141.660809,0,0,493372141.660809
2359,"Low NG Resource",41.35044272,-75.78320497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,"Low NG Resource",41.37022629,-72.78153317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2361,"Low NG Resource",41.37534178,-83.64988699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,"Low NG Resource",41.39816754,-72.07287644,0,0,0,0,0,0,0,0,0,0,0,437698609.941775,0,0,437698609.941775
2363,"Low NG Resource",41.40450418,-82.16152321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2364,"Low NG Resource",41.42069383,-82.67951531,0,0,0,0,0,0,0,0,0,0,0,185879248.826291,0,0,185879248.826291
2365,"Low NG Resource",41.4273738,-78.5609398,0,21249669.4984621,0,0,0,0,0,0,0,0,0,0,0,21249669.4984621,0
2366,"Low NG Resource",41.44259146,-81.60434848,0,28024399.8563536,0,222222222.222222,0,0,0,0,0,0,0,251472776.212833,0,250246622.078576,251472776.212833
2367,"Low NG Resource",41.44505338,-74.39384306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2368,"Low NG Resource",41.45527138,-73.42491723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2369,"Low NG Resource",41.51745917,-90.51312374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2370,"Low NG Resource",41.52535356,-99.17519733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,"Low NG Resource",41.54,-109.13,28455284.5528455,0,0,0,0,0,0,0,0,0,0,0,0,28455284.5528455,0
2372,"Low NG Resource",41.54667858,-92.6445543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2373,"Low NG Resource",41.54912263,-73.03953582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2374,"Low NG Resource",41.55319803,-73.98279496,0,0,0,0,0,0,0,0,0,0,0,422780311.111111,0,0,422780311.111111
2375,"Low NG Resource",41.61891626,-93.65699194,0,203047361.186982,0,0,0,0,0,0,0,0,0,0,0,203047361.186982,0
2376,"Low NG Resource",41.63920725,-83.61374498,0,42036599.7845303,0,222222222.222222,0,0,0,134057208.014669,0,0,0,0,0,398316030.021422,0
2377,"Low NG Resource",41.65933058,-85.92590797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,"Low NG Resource",41.67450251,-86.82074196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,"Low NG Resource",41.67528364,-70.93835619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,"Low NG Resource",41.68115814,-91.55937965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2381,"Low NG Resource",41.70168243,-70.3851915,0,3925350.72040447,0,0,0,0,0,0,0,0,0,0,0,3925350.72040447,0
2382,"Low NG Resource",41.71424081,-86.21332738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2383,"Low NG Resource",41.72456267,-111.834849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2384,"Low NG Resource",41.73215191,-102.6829634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2385,"Low NG Resource",41.74018473,-72.69928942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2386,"Low NG Resource",41.77675362,-71.39741362,0,1237221.10953153,0,0,0,0,0,0,0,0,0,0,0,1237221.10953153,0
2387,"Low NG Resource",41.780163,-107.109511,0,0,0,0,0,0,0,34669967.5900007,0,0,0,0,0,34669967.5900007,0
2388,"Low NG Resource",41.82638494,-87.89856991,0,130383424.148823,0,222222222.222222,0,0,0,236988489.57076,0,0,0,0,0,589594135.941805,0
2389,"Low NG Resource",41.84051645,-73.09596436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2390,"Low NG Resource",41.84130073,-90.20538954,0,0,0,0,0,0,0,0,0,0,0,403389454.773083,0,0,403389454.773083
2391,"Low NG Resource",41.92023213,-83.38863745,0,0,0,0,0,0,0,0,0,0,0,212397582.868333,0,0,212397582.868333
2392,"Low NG Resource",41.94076134,-84.01031815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2393,"Low NG Resource",41.9468932,-74.01582204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2394,"Low NG Resource",41.95156394,-88.7260266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2395,"Low NG Resource",41.99866355,-91.66172734,0,0,0,0,0,0,0,0,0,0,0,128199789.671362,0,0,128199789.671362
2396,"Low NG Resource",42.02834529,-93.63249542,51829268.2926829,101523680.593491,0,0,0,0,0,0,0,0,0,0,0,153352948.886174,0
2397,"Low NG Resource",42.06643698,-86.46550107,0,0,0,0,0,0,0,0,0,0,0,618210131.13836,0,0,618210131.13836
2398,"Low NG Resource",42.08557134,-80.11421282,0,42499338.9969241,0,222222222.222222,0,0,0,0,0,0,0,0,0,264721561.219146,0
2399,"Low NG Resource",42.1033174,-79.26601721,0,17899856.7127354,0,0,0,0,0,31511148.3206895,0,0,0,0,0,49411005.0334249,0
2400,"Low NG Resource",42.10543996,-75.96634086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401,"Low NG Resource",42.12524664,-72.57470311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,"Low NG Resource",42.1253892,-76.84913874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,"Low NG Resource",42.18580919,-71.79514597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,"Low NG Resource",42.20777736,-121.7560486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,"Low NG Resource",42.2215426,-105.8418502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,"Low NG Resource",42.23945681,-83.66385655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,"Low NG Resource",42.24544525,-84.41162781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,"Low NG Resource",42.24983911,-85.59124555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,"Low NG Resource",42.2619,-110.1946,0,5105750.71822881,0,0,0,0,0,0,0,0,0,0,0,5105750.71822881,0
2410,"Low NG Resource",42.29526093,-89.01018336,0,0,0,0,0,0,0,0,0,0,0,510489506.767448,0,0,510489506.767448
2411,"Low NG Resource",42.31450341,-85.19949557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,"Low NG Resource",42.33489836,-122.8446037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,"Low NG Resource",42.37258701,-71.14208445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,"Low NG Resource",42.41000144,-88.14333233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,"Low NG Resource",42.42856926,-123.3233055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,"Low NG Resource",42.42928472,-95.02694442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,"Low NG Resource",42.46169827,-76.48337179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2418,"Low NG Resource",42.48010727,-73.22011901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,"Low NG Resource",42.48161485,-96.40035923,188008130.081301,203047361.186982,0,0,0,0,0,0,0,0,0,0,0,391055491.268283,0
2420,"Low NG Resource",42.48960675,-83.22772995,0,120854013.531261,0,0,0,0,0,55471948.1440011,0,0,0,0,0,176325961.675262,0
2421,"Low NG Resource",42.49529972,-92.38338914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,"Low NG Resource",42.50456523,-90.69257095,50813008.1300813,101523680.593491,0,0,0,0,0,0,0,0,0,0,0,152336688.723572,0
2423,"Low NG Resource",42.51004252,-89.0264932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,"Low NG Resource",42.51376625,-83.80534205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,"Low NG Resource",42.56151386,-114.455637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,"Low NG Resource",42.56866944,-71.84813883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,"Low NG Resource",42.56876293,-87.86728452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,"Low NG Resource",42.69977411,-89.00515731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,"Low NG Resource",42.72140989,-84.53807731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,"Low NG Resource",42.73654199,-87.83832291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,"Low NG Resource",42.74594498,-73.79843198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,"Low NG Resource",42.80097778,-86.10165704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,"Low NG Resource",42.81961984,-71.44685074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,"Low NG Resource",42.84700714,-106.3573668,0,2552875.3591144,0,0,0,0,0,9823157.48383352,0,0,0,0,0,12376032.8429479,0
2435,"Low NG Resource",42.88395029,-112.4469031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2436,"Low NG Resource",42.92672024,-78.82419582,0,35799713.4254707,0,222222222.222222,0,0,0,0,0,0,0,0,0,258021935.647693,0
2437,"Low NG Resource",42.92688776,-76.56177813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,"Low NG Resource",42.94252649,-85.67063474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,"Low NG Resource",42.95758835,-82.48416394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,"Low NG Resource",42.98864322,-83.69545522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,"Low NG Resource",42.99028513,-71.48034852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,"Low NG Resource",43.04146963,-70.81490229,0,0,0,0,0,0,0,0,0,0,0,269697754.839776,0,0,269697754.839776
2443,"Low NG Resource",43.04702837,-109.2687347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,"Low NG Resource",43.05766776,-88.10270425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,"Low NG Resource",43.05964046,-73.79590806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,"Low NG Resource",43.08090885,-89.38523954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,"Low NG Resource",43.09011539,-76.16344941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2448,"Low NG Resource",43.09517529,-75.27574042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,"Low NG Resource",43.13781221,-77.56981251,0,17899856.7127354,0,222222222.222222,0,0,0,0,0,0,0,125955365.258216,0,240122078.934957,125955365.258216
2450,"Low NG Resource",43.16238925,-78.67714151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,"Low NG Resource",43.16522462,-86.21272505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,"Low NG Resource",43.19839857,-118.7888436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2453,"Low NG Resource",43.20371559,-123.3657486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,"Low NG Resource",43.2227512,-71.55353355,0,10140693.9778676,0,0,0,0,0,0,0,0,0,0,0,10140693.9778676,0
2455,"Low NG Resource",43.23100244,-70.90442492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,"Low NG Resource",43.23246861,-75.44341669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
